Status,AcqSite,Scanner,Project,Session,ScanId,ScanDate,InsertDate,UUID
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA8307773_V1_B,21,2017-08-11,2017-08-14 08:54:57.935,7d5ea50e-0cc4-4c6d-bf75-309b76d6feec
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA8307773_V1_B,24,2017-08-11,2017-08-14 08:54:57.935,2f0ae9ba-5f60-47fb-b46e-5ce1498c3f72
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA8307773_V1_B,27,2017-08-11,2017-08-14 08:54:57.935,ba640921-593f-4ecb-b93d-4175b91135fe
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_B,10,2017-08-04,2017-08-14 12:48:48.486,787c75f6-eb37-4469-ad7d-dee339dc68df
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_B,13,2017-08-04,2017-08-14 12:48:48.486,c8de6571-ae97-4aeb-8e85-3aedfa4c023c
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_B,18,2017-08-04,2017-08-14 12:48:48.486,3a3e197f-678a-4440-9114-08db7cec2fe5
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_B,21,2017-08-04,2017-08-14 12:48:48.486,944db888-db4f-4cd6-aa63-24dbbd5bcd25
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_B,24,2017-08-04,2017-08-14 12:48:48.486,5c195ce1-945a-4ac6-9a48-b7ac4ed93b88
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_B,27,2017-08-04,2017-08-14 12:48:48.486,7f35d422-56e7-459a-ac04-d950832f7564
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_A,10,2017-08-04,2017-08-14 12:58:54.407,2decf471-0206-4fe5-b69c-f5897f7b1489
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_A,13,2017-08-04,2017-08-14 12:58:54.407,c483963d-9210-4e3b-ac13-3d9c318320b3
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_A,30,2017-08-04,2017-08-14 12:58:54.407,68774654-70b4-46a1-8e7c-f11a383a97cd
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_A,33,2017-08-04,2017-08-14 12:58:54.407,8171f0b5-28fe-4499-a980-9ccf85c5146a
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8441777_V1_A,36,2017-08-04,2017-08-14 12:58:54.407,0c9ac1c7-9507-4274-a740-5e78d3faa31c
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_A,10,2017-08-14,2017-08-14 15:32:03.787,d55e8bf6-6d47-4bb1-8aee-0f8a2950cac3
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_A,13,2017-08-14,2017-08-14 15:32:03.787,fd9fd33f-12ac-4636-bb86-c07d398b34fc
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_A,30,2017-08-14,2017-08-14 15:32:03.787,b40dc01e-edad-4cb2-bb8a-9407d4810e82
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_A,33,2017-08-14,2017-08-14 15:32:03.787,b1cbeb9e-6dcc-4ccf-abfc-57ee60a05457
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_A,36,2017-08-14,2017-08-14 15:32:03.787,69e21e0e-9610-487d-ac63-cc6bd29a850d
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_B,10,2017-08-14,2017-08-14 18:31:33.06,908cf7dd-55cc-451a-b2cd-fd5fb7546b9f
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_B,13,2017-08-14,2017-08-14 18:31:33.06,b32611ed-2753-42ef-b54c-85a28be17c16
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_B,18,2017-08-14,2017-08-14 18:31:33.06,bf8ee8cc-643d-4d38-a13e-8829a427100e
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_B,21,2017-08-14,2017-08-14 18:31:33.06,c2ae86f7-46e1-45e9-b6c5-0175935afc1b
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_B,24,2017-08-14,2017-08-14 18:31:33.06,904e0840-087e-43c3-ab11-1f7257ff8308
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8913489_V1_B,27,2017-08-14,2017-08-14 18:31:33.06,62291a72-f617-4256-b645-2435f867e42a
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_A,10,2017-08-14,2017-08-15 00:03:15.65,a0d30d36-1282-44ad-9b45-328e5b1090e2
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_A,13,2017-08-14,2017-08-15 00:03:15.65,a8f95d4d-9b06-456d-b0c8-a9fda57ae111
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_A,30,2017-08-14,2017-08-15 00:03:15.65,37439d42-d90d-4d4c-83d3-cf14c6bc2231
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_A,33,2017-08-14,2017-08-15 00:03:15.65,29eabeb0-eac6-492e-88d7-51f466f11864
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_A,36,2017-08-14,2017-08-15 00:03:15.65,3083045d-13b4-48a1-9107-d7eef26f2f5a
HAS RAW,Martinos Center Bay 4 Prisma,BAY4OC,CCF_HCA_ITK,HCA8953603_V2_A,10,2019-06-07,2019-06-20 09:35:15.864,ae5dd542-3ada-4e32-997f-6745f9b9472f
HAS RAW,Martinos Center Bay 4 Prisma,BAY4OC,CCF_HCA_ITK,HCA8953603_V2_A,13,2019-06-07,2019-06-20 09:35:15.864,74306220-0a26-4587-a083-cc28e4b081cf
HAS RAW,Martinos Center Bay 4 Prisma,BAY4OC,CCF_HCA_ITK,HCA8953603_V2_A,30,2019-06-07,2019-06-20 09:35:15.864,9a8adfcf-2566-4813-a375-232afa846d25
HAS RAW,Martinos Center Bay 4 Prisma,BAY4OC,CCF_HCA_ITK,HCA8953603_V2_A,33,2019-06-07,2019-06-20 09:35:15.864,51e6c4fd-91c7-4383-8635-52d7314c1ed6
HAS RAW,Martinos Center Bay 4 Prisma,BAY4OC,CCF_HCA_ITK,HCA8953603_V2_A,36,2019-06-07,2019-06-20 09:35:15.864,d16b3f42-d1f4-4380-bdd8-cbd5ad2c899a
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_A,10,2017-08-15,2017-08-15 16:32:50.281,57a483b7-3759-4741-96de-58b76ac30154
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_A,13,2017-08-15,2017-08-15 16:32:50.281,cbba2d3c-f990-4b3f-b847-2733fc9dbd59
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_A,30,2017-08-15,2017-08-15 16:32:50.281,9d3494f1-c31b-4173-aa11-26cbc586a229
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_A,33,2017-08-15,2017-08-15 16:32:50.281,4be2c693-a8e1-4cb2-a69d-7e6cd984bfad
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_A,36,2017-08-15,2017-08-15 16:32:50.281,606eecf8-031d-46eb-ae03-62a759a5cf80
HAS RAW,,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_B,10,2017-08-15,2017-08-15 19:31:39.367,51fba8b9-aef1-4f04-87ee-d0d2956164e1
HAS RAW,,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_B,13,2017-08-15,2017-08-15 19:31:39.367,d32a0711-94ae-4cf8-b7a0-656c97a2b2d8
HAS RAW,,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_B,18,2017-08-15,2017-08-15 19:31:39.367,96ff2524-5f79-4ee3-8cc0-c90b46139152
HAS RAW,,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_B,21,2017-08-15,2017-08-15 19:31:39.367,f9dcd3fe-9f04-4ccb-b1f3-6ef038b949a6
HAS RAW,,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_B,24,2017-08-15,2017-08-15 19:31:39.367,ead42f65-a567-406c-9f49-88c1589f1219
HAS RAW,,BAY4OC,CCF_HCA_ITK,HCA6848090_V1_B,27,2017-08-15,2017-08-15 19:31:39.367,90968137-73ff-4e90-9eac-f99c246821f1
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_B,10,2017-08-15,2017-08-16 00:01:31.819,05d24b67-a9c4-421f-b909-996981c47ef6
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_B,13,2017-08-15,2017-08-16 00:01:31.819,32b9a204-635b-434c-8683-156c7590d29e
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_B,18,2017-08-15,2017-08-16 00:01:31.819,e2ec274a-1883-482b-97a5-10504c0e5bdc
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_B,21,2017-08-15,2017-08-16 00:01:31.819,5b9ffc61-a76b-4029-9710-a0376521caa9
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_B,24,2017-08-15,2017-08-16 00:01:31.819,9d1c1545-e7f8-41af-9bdb-badd87ddd333
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA6989715_V1_B,27,2017-08-15,2017-08-16 00:01:31.819,52ec2fad-45a3-40b3-a870-3a931b663dc7
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_A,10,2017-08-16,2017-08-16 16:31:49.057,723e79e2-28ca-4c6c-8ff9-34a1c230cd9b
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_A,13,2017-08-16,2017-08-16 16:31:49.057,dbb1991d-3f9d-4c79-8919-ead65139073a
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_A,30,2017-08-16,2017-08-16 16:31:49.057,c2a69df2-0e04-43c5-9a5f-0a007268170e
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_A,33,2017-08-16,2017-08-16 16:31:49.057,7e8344aa-5c69-4d6d-a815-61a58de35fb4
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_A,36,2017-08-16,2017-08-16 16:31:49.057,997f0ae3-30fc-47d2-889e-58f54a286b72
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_B,10,2017-08-16,2017-08-16 17:31:22.373,9a099fb9-9fc0-435f-a59e-fc05df923f0a
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_B,13,2017-08-16,2017-08-16 17:31:22.373,9a5de069-163e-4ede-8b9f-d02cd21f477d
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_B,18,2017-08-16,2017-08-16 17:31:22.373,b8c6e9c2-6917-420f-9542-9ad88d7472c9
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_B,21,2017-08-16,2017-08-16 17:31:22.373,e6040447-3522-4780-b08f-ac9e8b42a79a
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_B,24,2017-08-16,2017-08-16 17:31:22.373,c0b00a04-5c87-4fd5-84d9-02ec3d4758be
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6333158_V1_B,27,2017-08-16,2017-08-16 17:31:22.373,0cf5eb3e-3bfe-4bbd-97ab-c8fcc1cd9e46
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6110138_V1_A,10,2017-08-16,2017-08-16 19:32:44.087,8dd43630-5ee2-4492-8d26-e3c8d5641122
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6110138_V1_A,13,2017-08-16,2017-08-16 19:32:44.087,d4363b82-2dca-4c86-a882-6903834a171d
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6110138_V1_A,30,2017-08-16,2017-08-16 19:32:44.087,e9c2489c-8a1f-42dc-9967-fb72b70694ac
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6110138_V1_A,33,2017-08-16,2017-08-16 19:32:44.087,eeff6cd9-a467-4b82-a236-3c3ffb72d42c
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6110138_V1_A,36,2017-08-16,2017-08-16 19:32:44.087,804bc33d-76d2-4561-ad3e-b33c055922c5
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6110138_V1_A,39,2017-08-16,2017-08-16 19:32:44.087,6d7a37ea-828f-4983-bdbe-fb754573eaac
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_B,10,2017-08-16,2017-08-17 00:13:39.7,fc33f18e-0fb1-42e1-91f4-b9ae22049073
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_B,13,2017-08-16,2017-08-17 00:13:39.7,89c01840-f668-46d5-937d-089e988490b4
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_B,18,2017-08-16,2017-08-17 00:13:39.7,8e02f876-cc72-4df6-8083-8b348376b846
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_B,21,2017-08-16,2017-08-17 00:13:39.7,78c1f338-bc9d-4649-bc2a-207ebc1d3dc7
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_B,24,2017-08-16,2017-08-17 00:13:39.7,38824fca-a2a3-45f0-a501-a6d149bf6afe
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_B,27,2017-08-16,2017-08-17 00:13:39.7,5f01a2e6-3a67-4277-88b3-5bd3cf62ba5d
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA8391586_V1_A,10,2019-06-20,2019-06-21 00:03:03.654,6f5f6cd1-18fe-4546-8808-4138e70e0099
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA8391586_V1_A,13,2019-06-20,2019-06-21 00:03:03.654,e2c1bd5f-cf79-4f39-a919-c3348fe40524
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA8391586_V1_A,30,2019-06-20,2019-06-21 00:03:03.654,a5d9785b-96b7-4855-ab4d-81eccf919aa1
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA8391586_V1_A,33,2019-06-20,2019-06-21 00:03:03.654,b68fb277-ccb6-4ab9-882a-b016dbff26f4
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA8391586_V1_A,36,2019-06-20,2019-06-21 00:03:03.654,da2f4f94-07d1-4527-8cdd-2008b517f380
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_A,10,2017-08-18,2017-08-18 14:32:16.679,8a4a6b21-6453-40ea-80de-395891d66bd5
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_A,13,2017-08-18,2017-08-18 14:32:16.679,6c0dbe63-7716-4828-976a-a3d61aedacee
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_A,30,2017-08-18,2017-08-18 14:32:16.679,ae5079ed-dffc-48a8-ad4c-4fe215cde589
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_A,33,2017-08-18,2017-08-18 14:32:16.679,60845f63-7fe2-4335-a4cb-9c8841d84ef7
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_A,36,2017-08-18,2017-08-18 14:32:16.679,94b60147-9d96-4edf-9141-388497ae9117
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_B,10,2017-08-18,2017-08-18 16:31:40.645,8fe46b73-0816-45ce-a8b2-a5b1b4042691
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_B,13,2017-08-18,2017-08-18 16:31:40.645,10f2bd72-7631-4089-94b8-f6c32b0814d4
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_B,18,2017-08-18,2017-08-18 16:31:40.645,6c8c4314-27a9-4558-b8c0-1f614b81b40f
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_B,21,2017-08-18,2017-08-18 16:31:40.645,e009fc8a-896a-4d52-b762-612543c003ee
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_B,24,2017-08-18,2017-08-18 16:31:40.645,6e745359-1486-44e5-a9f8-1b5b1011b871
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA8192378_V1_B,27,2017-08-18,2017-08-18 16:31:40.645,a5e2189b-13f1-49da-a6ab-d48df2ab8a42
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7995816_V1_A,10,2017-08-18,2017-08-18 21:33:54.045,7697da50-bd26-4bb7-989c-64496f3597c7
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7995816_V1_A,13,2017-08-18,2017-08-18 21:33:54.045,c1f076fc-c73c-4460-a1b5-c36bedb20d5a
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7995816_V1_B,10,2017-08-18,2017-08-19 01:34:13.76,bae4936e-ea0d-49a0-b43c-d565860291bb
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7995816_V1_B,13,2017-08-18,2017-08-19 01:34:13.76,1e0fbea0-1397-4630-a5ff-e3a496f614d0
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7995816_V1_B,36,2017-08-18,2017-08-19 01:34:13.76,5a73c2ad-4d2a-439c-9a35-71d87d4c5bdf
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7995816_V1_B,39,2017-08-18,2017-08-19 01:34:13.76,3b0de82c-c6cc-4b5b-adb7-92324c252060
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7995816_V1_B,42,2017-08-18,2017-08-19 01:34:13.76,10ad6311-49a3-4b93-b60b-21d84628b368
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7995816_V1_B,45,2017-08-18,2017-08-19 01:34:13.76,15f97fcb-2df1-4307-b678-fdd8cb1ae923
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_A,10,2017-08-19,2017-08-19 18:33:25.55,671574d6-11f3-4faa-bb18-39a9e47deeaa
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_A,13,2017-08-19,2017-08-19 18:33:25.55,dacce0da-14d5-4a12-b0ef-53cfbf4fad18
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_A,30,2017-08-19,2017-08-19 18:33:25.55,2015a33b-564d-4108-a744-efc0cfe4cbe9
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_A,33,2017-08-19,2017-08-19 18:33:25.55,a1a529b3-c733-49db-a61f-49a4fff0da72
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_A,36,2017-08-19,2017-08-19 18:33:25.55,91c312d0-4fd1-4281-9f6f-b8e98b230b4e
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_B,10,2017-08-19,2017-08-19 20:33:30.873,a49a2dc5-b676-49f8-867c-7f2195735adc
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_B,13,2017-08-19,2017-08-19 20:33:30.873,2bea81a6-fb58-42e3-8c13-55c4928dd670
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_B,18,2017-08-19,2017-08-19 20:33:30.873,3e0f1ae2-20fc-4d42-945b-7bbfbbf02b63
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_B,21,2017-08-19,2017-08-19 20:33:30.873,ba80cdd6-2ee2-4c52-8416-2c1ac3140a18
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_B,24,2017-08-19,2017-08-19 20:33:30.873,03dbdbb8-405b-429e-a28e-80c3f731e59f
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6444672_V1_B,27,2017-08-19,2017-08-19 20:33:30.873,0737b938-11be-47dc-9b30-9368377ce1c9
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_A,10,2017-08-19,2017-08-20 00:02:59.201,150b3bb5-1655-4064-8b63-028f506af950
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_A,13,2017-08-19,2017-08-20 00:02:59.201,8189391d-b677-4bb1-95ed-be2e962c65ae
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_A,30,2017-08-19,2017-08-20 00:02:59.201,71d85711-b0cf-4c11-81a3-a631072f8d4f
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_A,33,2017-08-19,2017-08-20 00:02:59.201,78c742db-eccb-40c8-a503-e3b923d74787
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_A,36,2017-08-19,2017-08-20 00:02:59.201,38febd67-54b7-4eca-8587-729252de0e69
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA7260869_V1_B,10,2017-08-20,2017-08-20 14:31:18.012,66fa6cd8-722d-4865-a356-ca35c00187ae
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA7260869_V1_B,13,2017-08-20,2017-08-20 14:31:18.012,96867fff-b99d-4cdd-a95e-70c44c5f68b8
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA7260869_V1_B,18,2017-08-20,2017-08-20 14:31:18.012,68f17871-67c4-47d7-9426-51667df03190
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA7260869_V1_B,21,2017-08-20,2017-08-20 14:31:18.012,9b44d225-fe2d-490f-a538-08970c0083fb
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA7260869_V1_B,24,2017-08-20,2017-08-20 14:31:18.012,0a49a6e7-3513-4519-b3f4-8c200ebaf15e
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA7260869_V1_B,27,2017-08-20,2017-08-20 14:31:18.012,0de29573-8794-45f6-a088-bd0beb691ccd
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_B,10,2017-08-20,2017-08-21 00:03:25.404,9fba1545-4615-4612-9723-6e654c57e562
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_B,13,2017-08-20,2017-08-21 00:03:25.404,dd30fada-4dbd-4311-b123-4d45701d4894
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_B,18,2017-08-20,2017-08-21 00:03:25.404,388b2727-8b2f-4c2f-a448-5f944740380b
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_B,21,2017-08-20,2017-08-21 00:03:25.404,0fa1cff6-04ea-4064-b5a6-90d0ff9c2e58
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_B,24,2017-08-20,2017-08-21 00:03:25.404,3e03d346-f7ce-4f10-b2b2-eeb73665b0b8
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7317165_V1_B,27,2017-08-20,2017-08-21 00:03:25.404,3b1ddda9-0fa0-4873-a6f7-a2dd95a19622
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_A,10,2017-08-21,2017-08-21 15:31:36.169,0bbdb8ff-179f-4b90-a233-801c3239f416
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_A,13,2017-08-21,2017-08-21 15:31:36.169,f17219a4-d492-4daa-9b3a-7869bd43ea12
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_A,30,2017-08-21,2017-08-21 15:31:36.169,21ada65d-749c-4976-8313-277e9fc3b9cf
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_A,33,2017-08-21,2017-08-21 15:31:36.169,1a8fb0bc-8eb7-46c7-a60a-79ae6eda58cc
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_A,36,2017-08-21,2017-08-21 15:31:36.169,37e3aa10-e0d8-49fc-b784-b96ed0ccea0d
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_B,10,2017-08-21,2017-08-21 17:31:34.918,c0174529-4148-4812-a432-3b403ad4dbe9
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_B,13,2017-08-21,2017-08-21 17:31:34.918,7a8d7cea-c54e-4308-be50-b9405805564c
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_B,18,2017-08-21,2017-08-21 17:31:34.918,f7de5217-82c4-4027-9d01-8343961eee73
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_B,21,2017-08-21,2017-08-21 17:31:34.918,5b88ec47-7a31-4137-9fce-a6d4f6d5757b
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_B,24,2017-08-21,2017-08-21 17:31:34.918,26aafa3f-2871-4896-838a-220aa8d4cbc9
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9380283_V1_B,27,2017-08-21,2017-08-21 17:31:34.918,77c96a4a-4165-4b7e-a2f3-10933e040f77
MISSING RAW,,MRC35426,CCF_HCA_ITK,HCA8899118_V1_B,10,2017-08-21,2017-08-21 21:32:56.547,8e6adf98-87f4-4754-8896-6a2abc3965ef
MISSING RAW,,MRC35426,CCF_HCA_ITK,HCA8899118_V1_B,13,2017-08-21,2017-08-21 21:32:56.547,0d33d988-e227-4803-87e5-5618a3ad577b
MISSING RAW,,MRC35426,CCF_HCA_ITK,HCA8899118_V1_B,18,2017-08-21,2017-08-21 21:32:56.547,e8b743fc-cead-4dd2-98e9-bf129120df53
MISSING RAW,,MRC35426,CCF_HCA_ITK,HCA8899118_V1_B,21,2017-08-21,2017-08-21 21:32:56.547,b1a70434-c74b-4b13-87f2-fbce8ac29e40
